created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place
Fri Jun 18 18:32:09 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.45555555555555555,en,271,129.0,lite_bytes,762,1642,,['COVID19'],,England
Fri Jun 18 18:32:31 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","23) Regarding J&amp;J, I have no direct evidence-based position. However… it’s not technically a 2-dose vaccine. if you’re interested what some immunologists think… read thread 🧵 below… but the CDC needs to put out guidance on this soon. Very soon. https://t.co/ViPGGCIVLD",0.1,0.325,en,228,88.0,btenge89,15,673,,"['COVID19', 'DeltaVariant']",,
Fri Jun 18 18:32:35 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,43,34.0,seethsayer,1522,923,False,['COVID19'],,he they
Fri Jun 18 18:32:37 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,,0,,MereteVonDOE,2335,2166,,,,Denmark
Fri Jun 18 18:32:38 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,44,35.0,Anou___,332,432,False,['COVID19'],,
Fri Jun 18 18:32:47 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Some good news for Friday. Yesterday we had our highest daily administration of vaccines at over 58,000. On course for up to 330,000 this week. Hospital #Covid19 inpatients down to 52 (24 hospitals with 2 or less), 18 in ICU. As always, let's protect this huge progress @HSELive",0.15555555555555559,0.3711111111111111,en,1810,131.0,TaraFinglas,623,562,,,,Ireland
Fri Jun 18 18:32:50 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.5083333333333333,0.7833333333333333,en,717,234.0,nananno13,83,209,,,,"Decatur, GA"
Fri Jun 18 18:32:54 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,,0,,MDCLaw,402,145,,,,Canada
Fri Jun 18 18:32:56 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe as possible. One system, VAERS, records adverse events from patients and doctors and can signal a potential safety issue. More: https://t.co/xSe61xdKcE. https://t.co/MEreGYnKPK",0.3333333333333333,0.7314814814814815,en,52,26.0,SkruggWeasel,5486,2654,,,,123 Egg Lane
Fri Jun 18 18:32:57 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa. https://t.co/sOgIroihOc",0.13333333333333333,0.45555555555555555,en,272,130.0,su_lambert,97,341,,['COVID19'],,
Fri Jun 18 18:33:03 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.5083333333333333,0.7833333333333333,en,718,235.0,sherrydole,4987,5418,,,,USA
Fri Jun 18 18:33:04 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Thank you @research2note for creating this amazing campaign &amp; turning social media #red4research today. @NHSRDFORUM is all about sharing the talent, passion  &amp; commitment of individuals coming together as a community for the benefit of all. You've done this. Well done 👋",0.3166666666666667,0.48333333333333334,en,4,2.0,haining_s,823,394,,"['COVID19', 'Red4Research']",,Newcastle 
Fri Jun 18 18:33:04 +0000 2021,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",,0.0,0.0,en,44,36.0,cstross,49167,678,False,['COVID19'],,"Berlin, Germany"
Fri Jun 18 18:33:06 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,,0,,KurtVermeulen,970,750,,,,London
Fri Jun 18 18:33:09 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,,0,,SivaThambisetty,1633,1036,,,,London School of Economics
Fri Jun 18 18:33:10 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","The #DELTA variant of the #coronavirus has different symptoms, such as cold or hayfever symptoms...

Please be extra aware - #BePrepared &amp; #StaySafe 

Link to the COVID Tracker App👉: https://t.co/kvPkCRiwkY

#COVID19 https://t.co/ZJWHCdumYg",-0.06999999999999999,0.49000000000000005,en,1,1.0,ClaireJ11893886,67,162,,[],,"Cardiff, Wales"
Fri Jun 18 18:33:17 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",0.1958333333333333,0.2875,en,81,86.0,wisequackranch,2224,3989,,"['COVID19', 'Africa']",,
Fri Jun 18 18:33:26 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Any politician promoting lockdowns, mask mandates &amp; vaccines as a solution to covid19, are in full support of UN Agenda 21 and the coming one world government, a New World Order.",0.24318181818181817,0.5022727272727273,en,23,9.0,nitulaurentiuxl,106,202,,,,"Constanţa, România"
Fri Jun 18 18:33:30 +0000 2021,"<a href=""https://tapbots.com/software/tweetbot/mac"" rel=""nofollow"">Tweetbot for Mac</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa. https://t.co/sOgIroihOc",0.13333333333333333,0.45555555555555555,en,272,131.0,JeffreyJDean,872,422,,['COVID19'],,"Manchester, England"
Fri Jun 18 18:33:37 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,44,37.0,nawalabusultan,609,103,False,['COVID19'],,"Gaza, Palestine"
Fri Jun 18 18:33:39 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,,0,,bluebay700,1400,432,,,,#Twitterverse
Fri Jun 18 18:33:47 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",The greatest political failure of our generation. Millions will die because Germany and UK want to preserve patents on vaccines that were developed with up to 97% funding from taxpayers. Even AZ will make profits in Africa. @MoetiTshidi,0.19583333333333333,0.42500000000000004,en,188,108.0,drjawalsh,1977,702,,['COVID19'],,
Fri Jun 18 18:33:53 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,45,38.0,Vokaalit,95,2327,False,['COVID19'],,
Fri Jun 18 18:33:56 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","The only way we’ll be free of the #COVID19 pandemic is by making sure there are vaccines for everyone, everywhere. So, what can you do? It’s simple: #GoGiveOne https://t.co/8M0IMWt7Zl https://t.co/oPVbGvPYHr",0.225,0.7615079365079366,en,2,1.0,carolinasucre,1662,1658,,,,CCS-NCE...South Carolina
Fri Jun 18 18:34:00 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Israel will deliver more than a million doses of #COVID19 vaccines to the Palestinian Authority to help it fight the corona pandemic.

The 1st delivery, consisting of 100,000 vaccines, was transfered to the PA friday afternoon through Bitunia crossing.
https://t.co/7M3lWWr1J9",0.5,0.5,en,420,174.0,worldheirloom,22,189,,,,
Fri Jun 18 18:34:03 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.45555555555555555,en,275,132.0,GeziWoman,3610,4998,,['COVID19'],,City of London
Fri Jun 18 18:34:03 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","About #COVID19 vaccines @ndtv, 14 Jun (1/2)
- Don’t expect very efficient &amp; safe COVID19 vax
- In short term, vax from good companies can be helped
- Weakness of vax: less efficiency against novel variants , lack of vax studies, safety data, &amp; knowledge of gain-of-functions virus",0.24666666666666665,0.3533333333333334,en,1672,1159.0,b6JJRVwFVqMh4MI,66,123,,[],,
Fri Jun 18 18:34:07 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,,0,,CityAM,68667,794,False,,,"London, England"
Fri Jun 18 18:34:18 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems.",0.1958333333333333,0.2875,en,82,87.0,OMSMocambique,2690,79,,"['COVID19', 'Africa']",,Republic of Mozambique
Fri Jun 18 18:34:27 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,0.0,0.0,,0,,LongCovidNYC,366,694,False,,,
Fri Jun 18 18:34:27 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.5083333333333333,0.7833333333333333,en,720,236.0,SimbisoRanga,397,1340,,,,"Charlotte, NC"
Fri Jun 18 18:34:27 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,47,39.0,bnwr,69,81,False,['COVID19'],,
Fri Jun 18 18:34:29 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@IsraelMFA Israel is a brutal nazi-like entity.... it sent EXPIRED vaccines to Palestinians to further worsen the covid19 pandemic. Israel could have sent the vaccines to Palestinians it occupies OR ppl who need them in Africa or Asia. But instead, it let the vaccines expire. 
#Thisisisrael https://t.co/n2OpwpAhXO",-0.4375,0.75,en,14,13.0,nawalabusultan,609,103,,,,"Gaza, Palestine"
Fri Jun 18 18:34:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,47,40.0,DJStinky,128,177,False,['COVID19'],,Unceded Mvskoke land
Fri Jun 18 18:34:42 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.5083333333333333,0.7833333333333333,en,721,237.0,wildwillow65,7501,7692,,,,
Fri Jun 18 18:34:43 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Covid19 vaccines reach the remotest places of Jammu &amp; Kashmir's Gujjars, Bakarwals community. 

Healthcare staff, @BJP4India and @RSSorg karyakartas travel long distances in terrains to take forward the #VaccinationDrive. https://t.co/sFNNxzFSRv",-0.05,0.4,en,73,50.0,anikaroyjee,58,35,,,,
Fri Jun 18 18:34:45 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.5083333333333333,0.7833333333333333,en,722,238.0,Licentia1963,11922,13093,,,,"Collinwood, Collinsport, Maine"
Fri Jun 18 18:34:48 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Any politician promoting lockdowns, mask mandates &amp; vaccines as a solution to covid19, are in full support of UN Agenda 21 and the coming one world government, a New World Order.",0.24318181818181817,0.5022727272727273,en,24,10.0,Artemis2030,4824,3561,,,,"Queensland,  Australia."
Fri Jun 18 18:34:52 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe as possible. One system, VAERS, records adverse events from patients and doctors and can signal a potential safety issue. More: https://t.co/xSe61xdKcE. https://t.co/MEreGYnKPK",0.3333333333333333,0.7314814814814815,en,53,27.0,saintlukeskc,4008,1067,,,,Kansas City
Fri Jun 18 18:34:57 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Just 10 countries have received 75% of the world’s #COVID19 vaccine doses.

But the entire continent of Africa, currently experiencing a deadly third wave, has received &lt; 2% of the world's available vaccine doses so far.

Vaccine apartheid is a grave injustice.",0.1,0.485,en,789,245.0,NorthBelle4,4346,4999,,,,Treaty 13 - The Big Smoke.
Fri Jun 18 18:34:58 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,,0,,eternaloptimi16,51,34,False,,,
Fri Jun 18 18:35:01 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,0.0,0.0,,0,,iron_e_,35,296,,,,
Fri Jun 18 18:35:01 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,,0,,giorgiogilestro,12305,1438,,,,"London, UK"
Fri Jun 18 18:35:04 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,21,21.0,DonaLA36419767,160,570,,,,
Fri Jun 18 18:35:07 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AstraZeneca claims victory over EU in vaccine deliveries case, but will be fined for late supplies 

The EU has lost its case against the FTSE-listed pharma over the supply of Covid-19 vaccines -&gt; https://t.co/g8pLrQodD0
 #AstraZeneca #CovidVaccine #astrazenecavaccine #Covid19",-0.3,0.6,en,0,1.0,uncleporkie,1592,1417,,,,Surrey
Fri Jun 18 18:35:10 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,48,41.0,lovreblink,156,132,False,['COVID19'],,
Fri Jun 18 18:35:14 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#China has donated 100,000 #COVID19 #vaccines  to Trinidad&amp;Tobago. Another 200,000 doses purchased by the TT gov arrived in the country yesterday. In total, China has provided over 350 million doses to the world &amp; announced to provide an initial 10 million doses to #COVAX. https://t.co/5w6YLEwzFn",0.0,0.375,en,337,59.0,ChinaSunSong,693,324,,,,Beijing
Fri Jun 18 18:35:16 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",0.13333333333333333,0.45555555555555555,en,277,133.0,Woo100,1527,436,,['COVID19'],,"East Mids, England, UK "
Fri Jun 18 18:35:18 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","""Can I be fired if I don’t get vaccinated?"" 

""Can I ask my employee to get vaccinated?"" 

These were some questions people around me were debating, so I asked experts about #vaccines and the workplace: https://t.co/KEglIrEPWB #COVID19 @TorontoStar",0.0,0.0,en,14,6.0,MoleskiDorothy,860,1163,,,,West of Everything
Fri Jun 18 18:35:22 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#COVID19 vaccination helps keep you from getting COVID-19. The vaccines currently available in the U.S. are effective at preventing COVID-19, and are important tools to stop the pandemic.

Learn more about the benefits of getting a COVID-19 vaccine here: https://t.co/toy1tijoKB. https://t.co/PpAtpmy6yl",0.475,0.675,en,4,2.0,DrFinchDVUSD,2683,1145,,,,"Phoenix, AZ"
Fri Jun 18 18:35:23 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,43,7.0,Cthulusis,223,174,False,['COVID19'],,
Fri Jun 18 18:35:27 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,49,42.0,Kentishish,479,763,False,['COVID19'],,"Brooklyn, NY"
Fri Jun 18 18:35:54 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,,0,,MDCLaw,402,145,,,,Canada
Fri Jun 18 18:36:07 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@IsraelMFA Israel is a brutal nazi-like entity.... it sent EXPIRED vaccines to Palestinians to further worsen the covid19 pandemic. Israel could have sent the vaccines to Palestinians it occupies OR ppl who need them in Africa or Asia. But instead, it let the vaccines expire. 
#Thisisisrael https://t.co/n2OpwpAhXO",-0.4375,0.75,en,16,14.0,Nourazidan8,592,422,,,,
Fri Jun 18 18:36:08 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",1/5 Canada’s National Advisory Committee on Immunization has updated its recommendations on first and second doses of #COVID19 vaccines based on the latest scientific evidence and expert opinion. https://t.co/ienLyI1bkR,0.25,0.41111111111111115,en,47,31.0,NadineNonny,1838,63,,,,
Fri Jun 18 18:36:13 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",0.5083333333333333,0.7833333333333333,en,723,239.0,SuetLee4,4996,5466,,,,At One. Films. Wakanda Forever
Fri Jun 18 18:36:13 +0000 2021,"<a href=""http://allafrica.com/"" rel=""nofollow"">allAfrica.com</a>",,0.0,0.0,,0,,allafrica,440256,1830,False,,,Africa
Fri Jun 18 18:36:15 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","The Therapeutic Goods Administration (@TGAgovau) has approved two #COVID19 vaccines for use in Australia. We will now have access to Pfizer and AstraZeneca vaccines. Both are safe, effective and high quality. To learn more, visit https://t.co/g4IbPPSzQn https://t.co/ArRB4fmTrG",0.44,0.585,en,170,64.0,alyhdi,498,2550,,,,
Fri Jun 18 18:36:15 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,49,44.0,BroknHeadphones,5146,1191,False,['COVID19'],,
Fri Jun 18 18:36:18 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@AIPAC Will aipac tell the world that Israel has SOLD EXPIRED vaccines to Palestinians, which could have been disastrous to Palestinians, making the covid19 crisis far worse, leading to more Palestinian deaths? #ThisisIsrael. https://t.co/WTPn9XMSvs",-0.125,0.725,en,12,15.0,itranslate123,9174,732,,,,
Fri Jun 18 18:36:27 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,50,46.0,logophobe,1926,841,False,['COVID19'],,"St Paul, MN"
Fri Jun 18 18:36:27 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,0,1.0,allanmzalendo,22615,18749,False,,,Tanzania
Fri Jun 18 18:36:37 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Really excellent thread from @WHO technical adviser. 100% agree. 
TL;DR
🔵Drive down transmission. 
🔵Vaccinate and SHARE vaccines.
🔵NPI’s need to be sustained for longer as we try to get better vaccine coverage. 

@BorisJohnson @POTUS 
@PHE_uk @CDCgov https://t.co/8KX1limMNc",0.33611111111111114,0.47222222222222227,en,15,6.0,AlGensollen,626,1930,,"['SARSCoV2', 'COVID19']",,
Fri Jun 18 18:36:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.0,0.0,,0,,PuneUpdater,88,0,,,,
Fri Jun 18 18:36:41 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",,0.0,0.0,,0,,PuneUpdater,88,0,,,,
Fri Jun 18 18:36:41 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa. https://t.co/sOgIroihOc",0.13333333333333333,0.45555555555555555,en,279,134.0,SueWailoo,169,242,,['COVID19'],,
Fri Jun 18 18:36:46 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@AIPAC Will aipac tell the world that Israel has SOLD EXPIRED vaccines to Palestinians, which could have been disastrous to Palestinians, making the covid19 crisis far worse, leading to more Palestinian deaths? #ThisisIsrael. https://t.co/WTPn9XMSvs",-0.125,0.725,en,12,16.0,wafaabeni,58,125,,,,
Fri Jun 18 18:36:48 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","The man of the Moment, the man who wrote Africa’s name on the map of the world.
His name is Dr jerome Munyangi from MADAGASCAR the inventor, creator and manufacturer of the madagascar magic herbal drink  named COVID-ORGANICS which prevents and cures corona Virus. https://t.co/VE4XnZDB2I",0.5,1.0,en,2963,990.0,Nhlaka_Bright,867,1286,,,,South Africa
Fri Jun 18 18:36:54 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen across the continent by more than 20% and deaths have also risen by 15% in the last week

@jriggers reports ~ 🧵
https://t.co/CRDhqPHFWM",0.16666666666666666,0.18888888888888888,en,559,624.0,genpony,1264,962,,,,
Fri Jun 18 18:36:57 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@DrTomFrieden Please call on US government to do more than just vaccinate. Vaccines are fantastic but we need to do more to stop #Covid19 transmission. Please speak out and put pressure on US Govt to take more action especially with #DeltaVariant spreading https://t.co/oP5FBiXPS8,0.3333333333333333,0.5833333333333334,en,1,1.0,lukeyan99,395,3615,,,,
Fri Jun 18 18:36:58 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,0.0,0.0,en,53,47.0,nikki_ayesha,329,619,False,['COVID19'],,"Karachi, Pakistan"
Fri Jun 18 18:36:58 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Israel to transfer more than 1 million Covid-19 shots which are due to expire to Palestinian Authority — RT World News https://t.co/djkjbiCzup,0.1875,0.4375,en,2,3.0,mxnonbinary,860,5000,,,,"Florida, USA"
Fri Jun 18 18:36:58 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","11) But is it just a SinoVac issue though? Unclear, in a Calgary 🇨🇦 hospital, or the 6 #DeltaVariant infected healthcare workers, 5 were fully vaccinated with 2 doses of mRNA vaccines too. That sparked infection across different units of the hospital. Delta is a problem.",0.0,0.6,en,90,51.0,ChrisLancashir3,2883,4999,,"['DeltaVariant', 'DeltaVariant', 'COVID19']",,
Fri Jun 18 18:37:02 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,54,48.0,admford,3736,823,False,['COVID19'],,Chicago
Fri Jun 18 18:37:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@AIPAC Will aipac tell the world that Israel has SOLD EXPIRED vaccines to Palestinians, which could have been disastrous to Palestinians, making the covid19 crisis far worse, leading to more Palestinian deaths? #ThisisIsrael. https://t.co/WTPn9XMSvs",-0.125,0.725,en,13,17.0,damndude22,26,138,,,,
Fri Jun 18 18:37:05 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urgent action. 

We’ve seen in India and elsewhere just how quickly #COVID19 can rebound and overwhelm health systems. https://t.co/aIqRgcuk1X",0.1958333333333333,0.2875,en,82,88.0,WeAreWarriorsAL,3189,130,,"['COVID19', 'Africa']",,
Fri Jun 18 18:37:07 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,0.0,0.0,en,1,1.0,mxnonbinary,860,5000,,[],,"Florida, USA"
Fri Jun 18 18:37:10 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,0.0,0.0,en,54,49.0,dizzlefizzle_,103,869,False,['COVID19'],,
Fri Jun 18 18:37:11 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","#Vaccines: “Africa needs millions more doses here &amp; now,” said Matshidiso Moeti, the ⁦@WHO⁩’s regional dir 4 Africa. “Africa is in the midst of a full blown 3rd wave … We’ve seen in India &amp; elsewhere how quickly #COVID19 can rebound” #VaccineEquity  https://t.co/ovcFaVbHXD",0.29583333333333334,0.3875,en,1,1.0,ToddBohannon,3202,4008,,,,Occupied Duwamish Territory
Fri Jun 18 18:37:14 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",“Health officials in #Africa have called for an urgent acceleration in the supply of #vaccines to the continent to curb a new wave of #COVID19 infections” #DeltaVariant #VaccineEquity  https://t.co/ovcFaVbHXD,0.13636363636363635,0.45454545454545453,en,1,1.0,ToddBohannon,3202,4008,,,,Occupied Duwamish Territory
